Timeout
20.125
13.28571429
31
41.48214286
35.35714286
56.28571429
23.25
44.96428571
11.85714286
29.5
32.25
33.57142857
51.92857143
57.89285714
20.42857143
29.5
32.25
51.92857143
44.28571429
20.125
57.89285714
13.28571429
41.48214286
39.75
35.35714286
20.125
67.53571429
41.48214286
13.28571429
23.5
26.375
35.35714286
46.64285714
48.44642857
26.375
16.14285714
34.75
48.44642857
38.92857143
61.10714286
20.125
221.2631579
41.48214286
22.25
36.52631579
29.5
45.03571429
117.5714286
51.92857143
120
29.5
13.28571429
19.75
165.7142857
51.92857143
35.35714286
41.82142857
166
26.375
11.85714286
23.5
48.44642857
33.57142857
46.64285714
23.25
44.96428571
10.42857143
17.25
20.125
31.78571429
38.60714286
41.48214286
29.5
10.42857143
24.75
51.92857143
31.78571429
48.25
29.5
51.92857143
11.85714286
36
196.5024876
26.375
311.7894737
33.57142857
48.44642857
266.2059925
62.71428571
20.125
17.57142857
36
41.48214286
40.71428571
71.85714286
62.71428571
23.25
19
44.96428571
108.5714286
38.5
42.5
23.25
65.92857143
44.96428571
17.25
14.71428571
20.125
38.60714286
37.14285714
41.48214286
29.5
21.85714286
272.8571429
37.25
51.92857143
46.07142857
276.5
23.25
64.32142857
44.96428571
13.28571429
357.0714286
29.5
39.75
35.35714286
51.92857143
67.53571429
405.7142857
13.28571429
23.25
22.25
35.35714286
44.96428571
45.03571429
23.25
44.96428571
11.85714286
39.75
26.375
33.57142857
67.53571429
48.44642857
20.42857143
29.5
71.85714286
36
44.28571429
51.92857143
108.5714286
62.71428571
29.5
236
16.14285714
51.92857143
33.5
38.92857143
59.5
26.375
48.44642857
21.85714286
29.5
38.5
46.07142857
51.92857143
65.92857143
10.42857143
23.25
274.2857143
24.75
301.0374532
31.78571429
44.96428571
48.25
29.5
51.92857143
358.8571429
17.57142857
19.75
40.71428571
20.125
41.82142857
41.48214286
450.7313433
16.14285714
26.375
32.25
38.92857143
48.44642857
57.89285714
26.375
264.6842105
13.28571429
23.5
48.44642857
35.35714286
46.64285714
31.85714286
29.5
51.92857143
58.57142857
17.57142857
36
26.375
40.71428571
48.44642857
62.71428571
23.25
20.42857143
24.75
44.96428571
44.28571429
118.5714286
48.25
29.5
51.92857143
17.57142857
164.2142857
32.25
40.71428571
23.25
57.89285714
44.96428571
14.71428571
24.75
23.25
37.14285714
48.25
245.6666667
44.96428571
26.375
16.14285714
36
48.44642857
38.92857143
62.71428571
23.25
361.6666667
44.96428571
13.28571429
24.75
29.5
35.35714286
51.92857143
48.25
11.85714286
26.375
53.28571429
39.75
33.57142857
48.44642857
85.35714286
67.53571429
26.375
331.9473684
306.5318352
21.85714286
17.25
48.44642857
38.60714286
46.07142857
26.375
48.44642857
23.25
17.57142857
26
44.96428571
40.71428571
49.85714286
311.5
29.5
20.42857143
32.25
51.92857143
44.28571429
57.89285714
26.375
48.44642857
19
311.4285714
34.75
455.7142857
29.5
42.5
51.92857143
61.10714286
23.25
16.14285714
405.2857143
29.75
44.96428571
38.92857143
54.67857143
26.375
48.44642857
10.42857143
28.5
16.14285714
31.78571429
53.07142857
23.25
38.92857143
246.5
44.96428571
14.71428571
17.25
20.125
37.14285714
38.60714286
41.48214286
20.125
362.8571429
21.85714286
32.25
41.48214286
46.07142857
57.89285714
23.25
98.26315789
44.96428571
14.71428571
21
26.375
37.14285714
43.42857143
48.44642857
29.5
21.85714286
26
251.4285714
51.92857143
46.07142857
49.85714286
225.258427
29.5
16.14285714
51.92857143
19.75
330.2857143
29.5
38.92857143
41.82142857
51.92857143
11.85714286
291.7894737
29.5
33.5
33.57142857
51.92857143
59.5
20.125
10.42857143
27.25
41.48214286
31.78571429
51.46428571
26.375
91.85714286
48.44642857
16.14285714
133.5714286
36
20.125
38.92857143
41.48214286
62.71428571
23.25
13.28571429
32.25
44.96428571
35.35714286
57.89285714
23.25
189.6842105
44.96428571
20.42857143
21
23.25
44.28571429
43.42857143
44.96428571
178.5714286
29.5
21.85714286
239.2142857
37.25
51.92857143
46.07142857
64.32142857
26.375
20.42857143
48.44642857
24.75
29.5
44.28571429
48.25
51.92857143
13.28571429
22.25
29.5
35.35714286
45.03571429
51.92857143
23.25
79
10.42857143
24.75
44.96428571
31.78571429
117.5
48.25
20.125
274.0526316
41.48214286
20.42857143
33.5
29.5
44.28571429
59.5
51.92857143
29.5
10.42857143
27.25
51.92857143
31.78571429
343.0199005
51.46428571
20.125
464.8426966
21.85714286
41.48214286
33.5
20.125
46.07142857
59.5
41.48214286
232.8571429
10.42857143
23.25
29.75
31.78571429
44.96428571
54.67857143
307.0714286
29.5
11.85714286
175.4736842
37.25
51.92857143
33.57142857
23.25
64.32142857
44.96428571
14.71428571
23.25
29.75
37.14285714
44.96428571
89
54.67857143
11.85714286
130
23.25
27.25
33.57142857
44.96428571
51.46428571
26.375
48.44642857
21.85714286
38.5
46.07142857
29.5
65.92857143
51.92857143
